year,assoc_actor_1,country,admin1,admin2,admin3,location,latitude,longitude,notes,fatalities,date_of_event
2022,Students (Iran); Women (Iran),Iran,West Azerbaijan,Bukan,Central,Bukan,36.521,46.209,"On 6 October 2022, students rallied in the streets in Bukan city (West Azerbaijan) condemning police violence towards protesters and demanding justice for the recent death of a young woman who had been detained by the modesty police.",0,2022-10-06
2022,Teachers (Iran),Iran,Kurdistan,Saqqez,Central,Saqqez,36.25,46.273,"On 6 October 2022, teachers marched and protested in the streets of Saqqez city (Kurdistan) in condemnation of the recent police violence towards protesters in Baluchestan.",0,2022-10-06
2022,Women (Iran),Iran,Tehran,Tehran,Central,Tehran - District 3,35.766,51.426,"On 6 October 2022, protesters rallied on the Havai Bridge in Tehran - District 3 (Tehran) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, the protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters.",0,2022-10-06
2022,Women (Iran),Iran,Tehran,Tehran,Central,Tehran - District 4,35.753,51.521,"On 6 October 2022, protesters rallied in Heravi Square in Tehran - District 4 (Tehran) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, the protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters.",0,2022-10-06
2022,Students (Iran); Women (Iran),Iran,Qazvin,Qazvin,Central,Qazvin,36.269,50.004,"On 6 October 2022, student protesters rallied in the streets of Qazvin city (Qazvin) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, the protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters.",0,2022-10-06
2022,Students (Iran); Women (Iran),Iran,Markazi,Arak,Central,Arak,34.092,49.689,"On 6 October 2022, student protesters rallied in the streets of Arak city (Markazi) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, the protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters.",0,2022-10-06
2022,Students (Iran); Women (Iran),Iran,Gilan,Rasht,Central,Rasht,37.276,49.589,"On 6 October 2022, student protesters rallied in the streets of Rasht city (Gilan) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, the protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters.",0,2022-10-06
2022,Farmers (Iran); Women (Iran),Iran,Isfahan,Isfahan,Central,Isfahan,32.653,51.675,"On 6 October 2022, farmers marched and drove their tractors through the streets in Isfahan city (Isfahan) in a show of solidarity with the ongoing protests.",0,2022-10-06
2022,Women (Iran),Iran,Kermanshah,Kermanshah,Central,Kermanshah,34.314,47.065,"On 5 October 2022, protesters rallied in the streets of Kermanshah city (Kermanshah) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, the protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters.",0,2022-10-05
2022,Women (Iran),Iran,Fars,Mamasani,Central,Nurabad,30.114,51.522,"On 5 October 2022, rioters vandalized property and started fires in Nurabad city (Fars) demanding justice for the recent death of a young woman who had been detained by the modesty police.",0,2022-10-05
2022,Women (Iran),Iran,Tehran,Tehran,Central,Tehran - District 2,35.751,51.362,"On 5 October 2022, protesters rallied in the Punak neighborhood of Tehran - District 2 (Tehran) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, the protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters.",0,2022-10-05
2022,Women (Iran),Iran,Tehran,Tehran,Central,Tehran - District 3,35.766,51.426,"On 5 October 2022, protesters rallied on Shariati Street in Tehran - District 3 (Tehran) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, the protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters.",0,2022-10-05
2022,Students (Iran); Women (Iran),Iran,Qom,Qom,Central,Qom,34.64,50.876,"On 5 October 2022, students from Qom University protested on campus in Qom city (Qom) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, the student protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters. Meanwhile, another group of protesters rallied in the city's streets over the same demands.",0,2022-10-05
2022,Students (Iran); Women (Iran),Iran,Fars,Shiraz,Central,Shiraz,29.61,52.531,"On 5 October 2022, protesters rallied in the Mali Abad area of Shiraz city (Fars) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, the protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters. Meanwhile, students from the Shiraz School of Dentistry protested on campus in the city over the same demands.",0,2022-10-05
2022,Students (Iran); Women (Iran); Farmers (Iran),Iran,Isfahan,Isfahan,Central,Isfahan,32.653,51.675,"On 5 October 2022, protesters rallied on the Bazorgmehr Bridge in Isfahan city (Isfahan) demanding justice for the recent death of Mahsa Amini, a young woman who had been detained by the modesty police. As well, the protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters. At the same time, students from the Khorasgan branch of Azad University rallied on campus for the same reasons. Meanwhile, farmers marched and drove their tractors through the streets of the city in a show of solidarity with the other protesters.",0,2022-10-05
2022,Students (Iran); Women (Iran),Iran,Qom,Qom,Central,Qom,34.64,50.876,"On 4 October 2022, students from Qom University protested on campus in Qom city (Qom) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, the student protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters. Basij forces attacked the students in an attempt to disperse the protest.",0,2022-10-04
2022,Students (Iran); Women (Iran),Iran,Tehran,Tehran,Central,Tehran - District 7,35.722,51.444,"On 4 October 2022, students from Khaje Nasiroddin-e Toosi University Faculty of Sciences protested on campus in Tehran - District 7 (Tehran) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, the student protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters. Police surrounded the university and actively prevented students from leaving campus.",0,2022-10-04
2022,Students (Iran); Women (Iran),Iran,Tehran,Tehran,Central,Tehran - District 3,35.766,51.426,"On 4 October 2022, students from Al Zahra University protested on campus in Tehran - District 3 (Tehran) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, the student protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters. Police forces clashed with the protesters in an attempt to stop students from leaving or entering the university.",0,2022-10-04
2022,Teachers (Iran); Students (Iran); Women (Iran),Iran,Fars,Shiraz,Central,Shiraz,29.61,52.531,"On 4 October 2022, students and teachers went on strike and marched in the streets in Shiraz city (Fars) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, the protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters.",0,2022-10-04
2022,Teachers (Iran); Students (Iran); Women (Iran),Iran,Kurdistan,Saqqez,Central,Saqqez,36.25,46.273,"On 4 October 2022, students and teachers went on strike and marched in the streets in Saqqez city (Kurdistan) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, the protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters.",0,2022-10-04
2022,Teachers (Iran); Students (Iran); Women (Iran),Iran,Alborz,Karaj,Central,Karaj,35.833,50.992,"On 4 October 2022, students and teachers went on strike and marched in the streets in Karaj city (Alborz) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, the student protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters. Police attacked and attempted to disperse the protesters.",0,2022-10-04
2022,Students (Iran); Women (Iran),Iran,East Azerbaijan,Tabriz,Central,Tabriz,38.08,46.292,"On 4 October 2022, students from the Tabriz University of Medical Sciences protested on campus in Tabriz city (East Azerbaijan) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, the student protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters.",0,2022-10-04
2022,Students (Iran); Women (Iran),Iran,Kurdistan,Sannandaj,Central,Sanandaj,35.315,46.999,"On 4 October 2022, students from the Kurdistan University of Medical Sciences protested on campus in Sanandaj city (Kurdistan) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, the student protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters.",0,2022-10-04
2022,Students (Iran); Women (Iran),Iran,Gilan,Rasht,Central,Rasht,37.276,49.589,"On 4 October 2022, students from the Gilan University of Medical Sciences protested on campus in Rasht city (Gilan) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, they criticized police violence towards protesters.",0,2022-10-04
2022,Students (Iran); Women (Iran),Iran,West Azerbaijan,Urumia,Central,Orumiyeh,37.553,45.076,"On 4 October 2022, students from Orumiyeh University protested on campus in Orumiyeh city (West Azerbaijan) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, the student protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters.",0,2022-10-04
2022,Students (Iran); Women (Iran),Iran,Hormozgan,Bandar-Abbas,Central,Bandar Abbas,27.186,56.281,"On 4 October 2022, students from the Bandar Abbas School of Nursing rallied on campus in Bandar Abbas city (Hormozgan) demanding justice for the recent death of a young woman who had been detained by the modesty police.",0,2022-10-04
2022,Women (Iran),Iran,Tehran,Malard,Central,Malard,35.666,50.977,"On 4 October 2022, a group of women and girls marched through the streets in Malard city (Tehran) removing their headscarves and chanting demands for women's rights and justice for the recent death of a young woman who had been detained by the modesty police.",0,2022-10-04
2022,Students (Iran); Women (Iran),Iran,Yazd,Yazd,Central,Yazd,31.897,54.368,"On 4 October 2022, students from Yazd University of Medical Sciences protested on campus in Yazd city (Yazd) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, the student protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters.",0,2022-10-04
2022,Students (Iran); Women (Iran),Iran,Qazvin,Qazvin,Central,Qazvin,36.269,50.004,"On 4 October 2022, students from Qazvin Conservatory protested on campus in Qazvin city (Qazvin) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, the student protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters.",0,2022-10-04
2022,Students (Iran); Women (Iran),Iran,Golestan,Gorgan,Central,Gorgan,36.843,54.444,"On 4 October 2022, students from Gorgan University of Medical Sciences protested on campus in Gorgan city (Golestan) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, the student protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters.",0,2022-10-04
2022,Students (Iran); Women (Iran),Iran,Mazandaran,Babol,Central,Babol,36.551,52.679,"On 4 October 2022, students from Noshirvani University of Technology protested on campus in Babol city (Mazandaran) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, they criticized police violence towards protesters.",0,2022-10-04
2022,Students (Iran); Women (Iran),Iran,Tehran,Tehran,Central,Tehran - District 2,35.751,51.362,"On 4 October 2022, students from the Sharif University of Technology protested outside campus in Tehran - District 2 (Tehran) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, the student protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters.",0,2022-10-04
2022,Students (Iran); Women (Iran),Iran,Tehran,Tehran,Central,Tehran - District 1,35.807,51.461,"On 4 October 2022, students from Shahid Beheshti University protested on campus in Tehran - District 1 (Tehran) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, the student protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters.",0,2022-10-04
2022,Students (Iran); Women (Iran),Iran,South Khorasan,Birjand,Central,Birjand,32.866,59.221,"On 4 October 2022, students from Birjand University protested on campus in Birjand city (South Khorasan) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, the student protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters.",0,2022-10-04
2022,Students (Iran); Women (Iran),Iran,Isfahan,Najafabad,Central,Najafabad,32.634,51.367,"On 4 October 2022, students from the Najafabad branch of Azad University protested on campus in Najafabad city (Isfahan) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, the student protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters.",0,2022-10-04
2022,Students (Iran); Women (Iran),Iran,Zanjan,Zanjan,Central,Zanjan,36.676,48.496,"On 4 October 2022, students from Zanjan University protested on campus in Zanjan city (Zanjan) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, the student protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters.",0,2022-10-04
2022,Students (Iran),Iran,Kermanshah,Kermanshah,Central,Kermanshah,34.314,47.065,"On 4 October 2022, a group of students from Zakariyah Razi University rallied on campus in Kermanshah city (Kermanshah) condemning some of the recent riots that had occurred as part of the nationwide protest phenomenon.",0,2022-10-04
2022,Students (Iran); Women (Iran),Iran,Semnan,Semnan,Central,Semnan,35.577,53.392,"On 4 October 2022, students from Semnan University protested on campus in Semnan city (Semnan) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, the student protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters.",0,2022-10-04
2022,Students (Iran); Women (Iran),Iran,Semnan,Damghan,Central,Damghan,36.168,54.343,"On 4 October 2022, students from Damghan University protested on campus in Damghan city (Semnan) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, the student protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters.",0,2022-10-04
2022,Students (Iran); Women (Iran),Iran,Alborz,Fardis,Fardis,Fardis,35.723,50.979,"On 4 October 2022, a group of female students held a rally in Fardis city (Alborz) in which they chanted anti-government slogans and demanded justice for the recent death of a young woman who had been detained by the modesty police. Police attacked the rally with tear gas and attempted to disperse the protesters.",0,2022-10-04
2022,Students (Iran); Women (Iran),Iran,Bushehr,Bushehr,Central,Bandar e Bushehr,28.968,50.839,"On 4 October 2022, students from the Bushehr University of Medical Sciences rallied on campus in Bandar e Bushehr city (Bushehr) demanding justice for the recent death of a young woman who had been detained by the modesty police, and further criticized police violence towards protesters.",0,2022-10-04
2022,Students (Iran); Women (Iran),Iran,Tehran,Tehran,Central,Tehran - District 22,35.742,51.206,"On 4 October 2022, students from Allameh Tabataba'i University protested on campus in Tehran - District 22 (Tehran) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, the student protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters.",0,2022-10-04
2022,Students (Iran); Women (Iran),Iran,Tehran,Tehran,Central,Tehran - District 6,35.725,51.403,"On 4 October 2022, students from Tarbiat Modares University and Tehran University protested on their respective campuses in Tehran - District 6 (Tehran) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, the student protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters.",0,2022-10-04
2022,Students (Iran); Women (Iran),Iran,Razavi Khorasan,Mashhad,Central,Mashhad,36.316,59.568,"On 4 October 2022, students from Imam Reza University and Ferdowsi University protested on their campuses in Mashhad city (Razavi Khorasan) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, the student protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters.",0,2022-10-04
2022,Students (Iran); Women (Iran); Farmers (Iran),Iran,Isfahan,Isfahan,Central,Isfahan,32.653,51.675,"On 4 October 2022, students from Isfahan University and the Khorasgan branch of Azad University protested on their respective campuses in Isfahan city (Isfahan) demanding justice for the recent death of a young woman who had been detained by the modesty police. The student also protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters. Meanwhile, farmers marched and drove their tractors through the streets of the city in a show of solidarity with the ongoing protests.",0,2022-10-04
2022,Students (Iran); Women (Iran),Iran,Isfahan,Najafabad,Central,Najafabad,32.634,51.367,"On 3 October 2022, students from the Najafabad branch of Azad University protested on campus in Najafabad city (Isfahan) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, the student protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters.",0,2022-10-03
2022,Baloch Ethnic Group (Iran),Iran,Sistan and Baluchestan,Iranshahr,Central,Iranshahr,27.202,60.685,"On 3 October 2022, families of detained protesters rallied in front of the police headquarters in Iranshahr city (Sistan and Baluchestan) and demanded that their family members be released.",0,2022-10-03
2022,Students (Iran); Women (Iran),Iran,Isfahan,Isfahan,Central,Isfahan,32.653,51.675,"On 3 October 2022, students from the Khorasgan branch of Azad University rallied on campus in Isfahan city (Isfahan) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, the student protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters. Basij forces attacked the students in an attempt to disperse the protest.",0,2022-10-03
2022,Women (Iran),Iran,Lorestan,Khorramabad,Central,Khorramabad,33.488,48.356,"On 3 October 2022, protesters rallied in the streets of Khorramabad city (Lorestan) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, they criticized police violence towards protesters.",0,2022-10-03
2022,Lawyers (Iran); Women (Iran),Iran,Fars,Shiraz,Central,Shiraz,29.61,52.531,"On 3 October 2022, a group of lawyers held a protest rally in front of the Bar Association building in Shiraz city (Fars) criticizing both the recent death of a young woman following her time in the modesty police's custody, and condemning police violence towards protesters. Police attacked the gathering and deployed tear gas against them.",0,2022-10-03
2022,Students (Iran); Women (Iran),Iran,Mazandaran,Babolsar,Central,Babolsar,36.702,52.658,"On 3 October 2022, students from Mazandaran University protested on campus in Babolsar city (Mazandaran) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, the student protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters.",0,2022-10-03
2022,Students (Iran); Women (Iran),Iran,Bushehr,Bushehr,Central,Bandar e Bushehr,28.968,50.839,"On 3 October 2022, students from the Bushehr University of Medical Sciences rallied on campus in Bandar e Bushehr city (Bushehr) demanding justice for the recent death of a young woman who had been detained by the modesty police, and criticized police violence towards protesters.",0,2022-10-03
2022,Students (Iran); Women (Iran),Iran,Kerman,Kerman,Central,Kerman,30.283,57.079,"On 3 October 2022, students from Shahid Bahonar University protested on campus in Kerman city (Kerman) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, the student protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters.",0,2022-10-03
2022,Students (Iran); Women (Iran),Iran,Hormozgan,Bandar-Abbas,Central,Bandar Abbas,27.186,56.281,"On 3 October 2022, students from the Bandar Abbas University of Medical Sciences protested on campus in Bandar Abbas city (Hormozgan) demanding justice for the recent death of a young woman who had been detained by the modesty police.",0,2022-10-03
2022,Students (Iran); Women (Iran),Iran,Tehran,Tehran,Central,Tehran - District 3,35.766,51.426,"On 3 October 2022, students from Al Zahra University protested on campus in Tehran - District 3 (Tehran) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, the student protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters.",0,2022-10-03
2022,Students (Iran); Women (Iran),Iran,Tehran,Tehran,Central,Tehran - District 22,35.742,51.206,"On 3 October 2022, students from Allameh Tabataba'i University protested on campus in Tehran - District 22 (Tehran) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, the student protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters.",0,2022-10-03
2022,Students (Iran); Women (Iran),Iran,Fars,Shiraz,Central,Shiraz,29.61,52.531,"On 3 October 2022, students from Shiraz University protested on campus in Shiraz city (Fars) demanding justice for the recent death of a young woman who had been detained by the modesty police.",0,2022-10-03
2022,Students (Iran); Women (Iran),Iran,Zanjan,Zanjan,Central,Zanjan,36.676,48.496,"On 3 October 2022, students from Zanjan University protested on campus in Zanjan city (Zanjan) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, the student protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters.",0,2022-10-03
2022,Students (Iran); Women (Iran),Iran,Semnan,Semnan,Central,Semnan,35.577,53.392,"On 3 October 2022, students from Semnan University protested on campus in Semnan city (Semnan) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, the student protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters.",0,2022-10-03
2022,Students (Iran); Women (Iran),Iran,Qom,Qom,Central,Qom,34.64,50.876,"On 3 October 2022, students from Qom University protested on campus in Qom city (Qom) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, the student protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters.",0,2022-10-03
2022,Students (Iran); Women (Iran),Iran,West Azerbaijan,Urumia,Central,Orumiyeh,37.553,45.076,"On 3 October 2022, students from Orumiyeh University protested on campus in Orumiyeh city (West Azerbaijan) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, the student protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters.",0,2022-10-03
2022,Students (Iran); Women (Iran),Iran,Kurdistan,Sannandaj,Central,Sanandaj,35.315,46.999,"On 3 October 2022, students from the University of Kurdistan protested on campus in Sanandaj city (Kurdistan) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, the student protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters.",0,2022-10-03
2022,Students (Iran); Women (Iran),Iran,East Azerbaijan,Tabriz,Central,Tabriz,38.08,46.292,"On 3 October 2022, students from Shahid Madani University protested on campus in Tabriz city (East Azerbaijan) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, the student protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters.",0,2022-10-03
2022,Students (Iran); Women (Iran),Iran,Fars,Jahrom,Central,Jahrom,28.5,53.56,"On 3 October 2022, students from Jahrom University of Medical Sciences protested on campus in Jahrom city (Fars) demanding justice for the recent death of a young woman who had been detained by the modesty police.",0,2022-10-03
2022,Students (Iran); Women (Iran),Iran,Isfahan,Kashan,Central,Kashan,33.997,51.442,"On 3 October 2022, students from the Kashan University of Medical Sciences protested on campus in Kashan city (Isfahan) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, the student protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters.",0,2022-10-03
2022,Students (Iran); Women (Iran),Iran,Tehran,Tehran,Central,Tehran - District 2,35.751,51.362,"On 3 October 2022, students from the Rafsanjani branch of Azad University protested on campus in Tehran - District 2 (Tehran) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, the student protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters.",0,2022-10-03
2022,Students (Iran); Women (Iran),Iran,South Khorasan,Birjand,Central,Birjand,32.866,59.221,"On 3 October 2022, students from Birjand University protested on campus in Birjand city (South Khorasan) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, the student protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters.",0,2022-10-03
2022,Students (Iran); Women (Iran),Iran,East Azerbaijan,Tabriz,Central,Tabriz,38.08,46.292,"On 3 October 2022, students from Tabriz University protested on campus in Tabriz city (East Azerbaijan) as part of the ongoing demonstrations related to the death of Mahsa Amini. During their attempts to disperse the students, police fired likely non-lethal rounds, causing light injuries.",0,2022-10-03
2022,Students (Iran); Women (Iran),Iran,Razavi Khorasan,Mashhad,Central,Mashhad,36.316,59.568,"On 3 October 2022, students from Ferdowsi University, Sajjad University of Technology and Khayyam University of Technology protested on their respective campuses in Mashhad city (Razavi Khorasan) demanding justice for the recent death of a young woman who had been detained by the modesty police. The students also condemned the recent police violence towards protesters and demanded the release of imprisoned protesters.",0,2022-10-03
2022,Students (Iran); Women (Iran),Iran,Tehran,Tehran,Central,Tehran - District 6,35.725,51.403,"On 3 October 2022, students from the Pars Higher Education Institute of Art and Architecture, Amir Kabir University, Tarbiat Modares University, Tehran University, and Tehran School of Electrical and Computer Engineering protested on their respective campuses in Tehran - District 6 (Tehran) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, the student protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters.",0,2022-10-03
2022,Students (Iran); Women (Iran),Iran,Isfahan,Isfahan,Central,Isfahan,32.653,51.675,"On 3 October 2022, students from Isfahan University of Technology protested on campus in Isfahan city (Isfahan) demanding justice for the recent death of a Mahsa Amini, a young woman who had been detained by the modesty police. As well, the student protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters.",0,2022-10-03
2022,Students (Iran); Women (Iran),Iran,Tehran,Tehran,Central,Tehran - District 7,35.722,51.444,"On 3 October 2022, students from Khaje Nasiruddin-e Tusi University Faculty of Sciences and Kharazmi University protested on their campuses in Tehran - District 7 (Tehran) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, the student protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters.",0,2022-10-03
2022,Students (Iran); Women (Iran),Iran,Kermanshah,Kermanshah,Central,Kermanshah,34.314,47.065,"On 3 October 2022, students from Kermanshah Veterinary School and Zakariyah Razi University rallied on their campuses in Kermanshah city (Kermanshah) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, the student protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters.",0,2022-10-03
2022,Students (Iran); Women (Iran),Iran,Tehran,Tehran,Central,Tehran - District 1,35.807,51.461,"On 3 October 2022, students from Shahid Beheshti University and the Sohanak branch of Azad University protested on their campuses in Tehran - District 1 (Tehran) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, the student protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters.",0,2022-10-03
2022,NA,Iran,Tehran,Tehran,Central,Tehran - District 2,35.751,51.362,"On 2 October 2022, families of students enrolled at Sharif University protested outside the campus in Tehran - District 2 (Tehran) condemning the attack by security forces on students earlier in the day and demanding that their detained family members be released.",0,2022-10-02
2022,Women (Iran),Iran,Hormozgan,Bandar-Abbas,Central,Bandar Abbas,27.186,56.281,"On 2 October 2022, protesters rallied in the streets of Bandar Abbas city (Hormozgan) demanding justice for the recent death of a young woman who had been detained by the modesty police.",0,2022-10-02
2022,Women (Iran),Iran,Lorestan,Khorramabad,Central,Khorramabad,33.488,48.356,"On 2 October 2022, protesters rallied in the streets of Khorramabad city (Lorestan) demanding justice for the recent death of a young woman who had been detained by the modesty police.",0,2022-10-02
2022,Women (Iran),Iran,Bushehr,Bushehr,Central,Bandar e Bushehr,28.968,50.839,"On 2 October 2022, protesters rallied in the streets of Bandar e Bushehr city (Bushehr) demanding justice for the recent death of a young woman who had been detained by the modesty police.",0,2022-10-02
2022,Students (Iran); Women (Iran),Iran,Tehran,Tehran,Central,Tehran - District 6,35.725,51.403,"On 2 October 2022, students from Tehran University protested on campus in Tehran - District 6 (Tehran) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, the student protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters. Police fired upon the protesters and laid siege to the univerisity, not permitting any to leave.",0,2022-10-02
2022,Students (Iran); Women (Iran),Iran,Isfahan,Najafabad,Central,Najafabad,32.634,51.367,"On 2 October 2022, students from the Najafabad branch of Azad University protested on campus in Najafabad city (Isfahan) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, the student protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters.",0,2022-10-02
2022,Students (Iran); Women (Iran),Iran,Razavi Khorasan,Mashhad,Central,Mashhad,36.316,59.568,"On 2 October 2022, students from the Ferdowsi University protested on campus in Mashhad city (Razavi Khorasan) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, the student protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters.",0,2022-10-02
2022,Students (Iran); Women (Iran),Iran,Isfahan,Isfahan,Central,Isfahan,32.653,51.675,"On 2 October 2022, students from the University of Isfahan protested and rallied on campus in Isfahan city (Isfahan) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, the student protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters. Police fired tear gas at the student protesters and attempted to disperse them.",0,2022-10-02
2022,Students (Iran); Women (Iran),Iran,Isfahan,Kashan,Central,Kashan,33.997,51.442,"On 2 October 2022, students from the Kashan University of Medical Sciences protested on campus in Kashan city (Isfahan) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, the student protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters.",0,2022-10-02
2022,Students (Iran); Women (Iran),Iran,Kurdistan,Sannandaj,Central,Sanandaj,35.315,46.999,"On 2 October 2022, students from the Kurdistan University of Medical Sciences protested on campus in Sanandaj city (Kurdistan) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, the student protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters.",0,2022-10-02
