Laurel Crime Reports,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Date,Classification ,Location ,Summary,,,,,,,,,,
,3/20/21,Assault Arrest,9100 Blk Scott Adam Ct,An adult male was arrested for assault. ,,,,,,,,,,
,3/20/21,Theft From Auto,600 Blk Ninth St,An iPhone 12 Pro Max was stolen. ,,,,,,,,,,
,3/21/21,DUI Arrest,500 Blk Green Hill Ave,An adult male was arrested for driving under the influence. ,,,,,,,,,,
,3/21/21,Recovered Controlled Substances,Second St  / Gorman Ave Eb,Controlled substances were recovered during a traffic stop. ,,,,,,,,,,
,3/21/21,Theft From Auto,14900 Blk Belle Ami Dr,Medication was stolen.,,,,,,,,,,
,3/21/21,Theft Report,15100 Blk Baltimore Ave Sb,An adult male and female were observed stealing items and fled the scene. ,,,,,,,,,,
,3/21/21,Theft From Auto,900 Blk Washington Blvd Sb,A wallet was stolen out of a Gold Honda. ,,,,,,,,,,
,3/22/21,Non-Contact Shooting,500 Blk Ninth St,"Unknown suspects shot at unknown victims, striking two homes; There were no injuries. ",,,,,,,,,,
,3/22/21,Theft Report,14600 Blk Laurel Pl,An adult male and female left without paying for services.,,,,,,,,,,
,3/22/21,Theft Report,300 Blk Montrose Ave,Wallets and Keys were stolen out of public lockers. ,,,,,,,,,,
,3/22/21,Assault Arrest,14700 Blk Shiloh Ct,An adult female was arrested for aggravated assault. ,,,,,,,,,,
,3/23/21,Theft From Auto,14600 Blk Philip Ct,The two front tires of a Maroon Honda were stolen. ,,,,,,,,,,
,3/24/21,DUI Arrest,Lafayette Ave / Bowie Rd,An adult male was arrested for driving under the influence. ,,,,,,,,,,
,3/24/21,DUI Arrest,Cherry Ln Eb / Laurel Pl,An adult male was arrested for driving under the influence. ,,,,,,,,,,
,3/10/21,RECOVERED CONTROLLED SUBSTANCES,Fourth St / Cherry Ln Eb,Controlled substances were recovered during a traffic stop.,,,,,,,,,,
,3/10/21,THEFT REPORT,14100 Blk Baltimore Ave,3 males were observed stealing An iPhone. ,,,,,,,,,,
,3/10/21,RECOVERED CONTROLLED SUBSTANCES,14400 Blk Rosemore Ln,Controlled substances were recovered after reports of a suspicious vehicle.,,,,,,,,,,
,3/11/21,RECOVERED STOLEN VEHICLE,1000 Blk Harrison Dr,A stolen Silver Mercedes was recovered.,,,,,,,,,,
,3/11/21,THEFT REPORT,13600 Blk Baltimore Ave Sb ,An adult male was observed stealing cleaning products.,,,,,,,,,,
,3/11/21,VEHICLE HIT AND RUN,Washington Blvd Sb / Gorman Ave ,The victim stated their vehicle was hit by a Black Chevy that fled the scene.,,,,,,,,,,
,3/11/21,RECOVERED CONTROLLED SUBSTANCES,Vanderbilt Way / Contee Rd,Controlled substances were recovered during a traffic stop.,,,,,,,,,,
,3/11/21,ADULT ARREST,200 Blk Gorman Ave Eb,An adult male was arrested for disorderly conduct.,,,,,,,,,,
,3/11/21,ADULT ARREST,14600 Blk Shiloh Ct ,An adult male was arrested for breaking and entering.,,,,,,,,,,
,3/11/21,RECOVERED CONTROLLED SUBSTANCES,7500 Blk South Arbory Ln,Controlled substances were recovered after reports of a suspicious vehicle.,,,,,,,,,,
,3/12/21,DUI  ARREST,100 Blk Bowie Rd,An adult male was arrested for driving under the influence.,,,,,,,,,,
,3/12/21,RECOVERED CONTROLLED SUBSTANCES,Sandy Spring Rd / Old Sandy Spring Rd,Controlled substances and paraphernalia were recovered after reports of a suspicious person.    ,,,,,,,,,,
,3/12/21,VANDALISM,6900 Blk Andersons Way,The rear passenger window to a Red Honda was smashed out.,,,,,,,,,,
,3/12/21,ADULT ARREST,14700 Blk Baltimore Ave Sb,An adult female was arrested while transporting controlled substances.,,,,,,,,,,
,3/12/21,VEHICLE HIT AND RUN,300 Blk Main St,The victim stated their vehicle was hit by a Black Volkswagen that fled the scene.,,,,,,,,,,
,3/12/21,RECOVERED CONTROLLED SUBSTANCES,Maple Ave / Eighth St,Controlled substances were recovered during a traffic stop.,,,,,,,,,,
,3/13/21,DUI  ARREST,600 Blk Washington Blvd Sb,An adult male was arrested for driving under the influence.,,,,,,,,,,
,3/13/21,ADULT ARREST,1102 Westview Ter,An adult female was arrested for possession of controlled substances.,,,,,,,,,,
,3/13/21,THEFT REPORT,14800 Blk Ashford Ct,The victim reported her credit cards stolen from their residence.,,,,,,,,,,
,3/13/21,THEFT REPORT,300 Blk Second St,An adult male failed to pay for a service.,,,,,,,,,,
,3/13/21,STOLEN VEHICLE REPORT,200 Blk Fort Meade Rd ,Blue 2004 Ford Focus.,,,,,,,,,,
,3/13/21,ADULT ARREST,15100 Blk Baltimore Ave Sb,An adult male was arrested for shoplifting.,,,,,,,,,,
,3/13/21,WEAPON VIOLATION / RECOVERED CONTROLLED SUBSTANCES,Laureland Pl / Ashford Blvd,A loaded handgun and controlled substances were recovered during a  traffic stop. ,,,,,,,,,,
,3/13/21,SHOPLIFTING,15100 Blk Baltimore Ave Nb,An adult male was observed stealing items and fled the scene.,,,,,,,,,,
,3/13/21,DUI ARREST,9600 Blk Fort Meade Rd Wb,An adult male was arrested for driving under the influence and fleeing the scene of an accident that injured the victim.,,,,,,,,,,
,3/14/21,DUI  ARREST,1 Blk Second St,An adult male was arrested for driving under the influence. ,,,,,,,,,,
,3/14/21,DUI  ARREST,Washington Blvd Sb / Montgomery St,An adult female was arrested for driving under the influence.,,,,,,,,,,
,3/14/21,HIT AND RUN / THEFT FROM AUTO,14200 Blk Park Center Dr,The victim reported their vehicle was hit by and unknown vehicle and car parts were stolen as well. ,,,,,,,,,,
,3/14/21,DUI  ARREST,14800 Blk Baltimore Ave Nb,An adult male was arrested for driving under the influence. ,,,,,,,,,,
,3/14/21,THEFT FROM AUTO,800 Blk Washington Blvd Sb,The victim reported the passenger side window was smashed open and their purse was taken.,,,,,,,,,,
,3/14/21,THEFT FROM AUTO,14700 Blk Baltimore Ave Nb,The victim reported the passenger side window was smashed open and their purse was taken. ,,,,,,,,,,
,3/14/21,THEFT REPORT,7600 Blk South Arbory Ct,The victim reported their jewelry was stolen from the residence.,,,,,,,,,,
,3/14/21,ASSAULT ARREST,1000 Blk Eighth St,An adult male was arrested for assault.,,,,,,,,,,
,3/14/21,THEFT REPORT,15600 Blk Plaid Dr,The victim reported their tattoo kit stolen.,,,,,,,,,,
,3/15/21,THEFT FROM AUTO,14000 Blk Vista Dr ,The airbag to a Brown Honda was stolen. ,,,,,,,,,,
,3/15/21,THEFT FROM AUTO,14300 Blk Bowsprit Ln,The airbags to a Black Honda and White Honda were stolen. ,,,,,,,,,,
,3/15/21,THEFTFROM AUTO,14100 Blk Lauren Ln,All four tires were stolen off a Black Dodge. ,,,,,,,,,,
,3/15/21,THEFT FROM AUTO,8300 Blk Ashford Blvd,All four tires were stolen off a Gray Honda. ,,,,,,,,,,
,3/15/21,THEFT FROM AUTO,8200 Blk Harvest Bend Ln,The airbag to a Black Honda was stolen. ,,,,,,,,,,
,3/15/21,THEFT FROM AUTO,14700 Blk Fourth St,All four tires were stolen off a White Honda.,,,,,,,,,,
,3/15/21,THEFT FROM AUTO,14100Blk Bowsprit Ln ,The airbag to a White Honda was stolen.,,,,,,,,,,
,3/15/21,THEFT FROM AUTO,14000 Blk Korba Pl ,The airbag to a Black Honda was stolen. ,,,,,,,,,,
,3/15/21,FRAUD ARREST,14100 Blk Baltimore Ave Sb,An adult male was arrested for attempting to purchase items with stolen credit card information. ,,,,,,,,,,
,3/16/21,RECOVERED CONTROLLED SUBSTANCES,50 Blk Fort Meade Rd Wb,Controlled substances and paraphernalia were recovered during a traffic stop.,,,,,,,,,,
,3/16/21,THEFT REPORT,13600 Blk Baltimore Ave Sb ,Two adult males were observed stealing cleaning products.,,,,,,,,,,
,3/16/21,STOLEN VEHICLE REPORT,300 Blk Eighth St,Gray 2014 Volkswagen Jetta. ,,,,,,,,,,
,3/16/21,ADULT ARREST,1000 Blk Fairlawn St,An adult male was arrested for trespassing and destroying property.,,,,,,,,,,
,3/16/21,ASSAULT RESOIRT,200 Blk Fort Meade Rd Eb,An employee was assaulted by an adult female; There were no injuries. ,,,,,,,,,,
,3/17/21,THEFT REPORT,300 Blk Montrose Ave,An adult male was observed stealing a Samsung phone.,,,,,,,,,,
,3/18/21,DUI  ARREST,Ashford Pl / Ashford Blvd,An adult female was arrested for driving under the influence. ,,,,,,,,,,
,3/18/21,THEFT FROM AUTO,14300 Blk Baltimore Ave,Construction tools were stolen out of a White Ford Truck.,,,,,,,,,,
,3/18/21,RECOVERED CONTROLLED SUBSTANCES,Cherry Ln Eb / Baltimore Ave Nb,Controlled substances were recovered during a  traffic stop. ,,,,,,,,,,
,3/18/21,THEFT REPORT,8500 Blk Cherry Ln Eb,An adult male was observed stealing alcohol. ,,,,,,,,,,
,3/18/21,ASSIST FIRE DEPARTMENT,14300 Blk West Side Blvd,The City of Laurel Police assisted the fire department in a small apartment fire; There were no injuries.,,,,,,,,,,
,3/3/21,Controlled Substances Recovered,7800 Blk Contee Rd,Controlled substances were recovered during a routine patrol.,,,,,,,,,,
,3/3/21,THEFT REPORT,14800 Blk Baltimore Ave Sb,An adult male was observed stealing an item. ,,,,,,,,,,
,3/3/21,SHOOTING,1100 Blk Westview Ter,Units responded for a victim with a gunshot wound to the arm.,,,,,,,,,,
,3/4/21,Controlled Substances Recovered,300 Blk Montrose Ave,Controlled substances and a loaded handgun were recovered during a traffic stop; The driver was arrested. ,,,,,,,,,,
,3/4/21,Controlled Substances Recovered,Gorman Ave / Fifth St,Various drug paraphernalia were recovered during a traffic stop. ,,,,,,,,,,
,3/5/21,DUI Arrest,7600 Blk Woodbine Dr,Controlled substances were recovered during a traffic stop and the driver was arrested for driving under the influence. ,,,,,,,,,,
,3/5/21,THEFT REPORT,14300 Blk Baltimore Ave Sb,Two males were observed stealing several items. ,,,,,,,,,,
,3/5/21,ASSAULT,13700 Blk Baltimore Ave Sb ,An adult male was arrested for domestic assault. ,,,,,,,,,,
,3/5/21,DUI Arrest,15000 Blk Baltimore Ave Sb,An adult female was arrested for driving under the influence. ,,,,,,,,,,
,3/6/21,Adult Arrest,100 Blk Second St Nb,Controlled substances were recovered during a traffic stop and an adult female was arrested for possession. ,,,,,,,,,,
,3/6/21,DUI Arrest,Bowie Rd / Baltimore Ave ,An adult female was arrested for driving under the influence. ,,,,,,,,,,
,3/6/21,Package Theft,1 Blk Morton Pl,The victim reported a package theft.,,,,,,,,,,
,3/6/21,DUI Arrest,7800 Blk Old Sandy Spring Rd,"A male was observed actively using controlled substances behind the wheel of a vehicle; He was arrested for DUI,  ",,,,,,,,,,
,3/6/21,Pedestrian Hit and Run,500 Blk Washington Blvd Sb,The victim reported they were hit by an unknown color Toyota that fled the scene. ,,,,,,,,,,
,3/6/21,DUI Arrest,Marton St / Twelfth St,"An adult male was arrested for hitting a vehicle, fleeing the scene and driving under the influence. ",,,,,,,,,,
,3/7/21,Vehicle Hit and Run,10 Blk Main St,The victim reported their vehicle was hit by an unknown color Honda that fled the scene. ,,,,,,,,,,
,3/7/21,THEFT REPORT,800 Blk Fifth St,Amazon packages were stolen by two adult females. ,,,,,,,,,,
,3/8/21,DUI ,Baltimore Ave / Bowie Rd,"A male caused an accident with injury while driving under the influence, he was taken to the hospital. ",,,,,,,,,,
,3/8/21,THEFT FROM AUTO,14600 Blk Baltimore Ave Nb,The window to a Silver Toyota was broken out and a laptop was stolen. ,,,,,,,,,,
,3/8/21,THEFT REPORT,14700 Blk Baltimore Ave ,A juvenile male was observed stealing a phone. ,,,,,,,,,,
,3/8/21,Package Theft,14500 Blk Cambridge Cir,The victim reported a package theft.,,,,,,,,,,
,2/24/21,Theft,300 Blk Domer Ave,Three adult males stole ten wigs and one victim was sprayed with mace.,,,,,,,,,,
,2/25/21,DUI Arrest,Eighth St / West St,An adult male was arrested for driving under the influence.,,,,,,,,,,
,2/25/21,Stolen Vehicle,9100 Blk Huntington Ct,A Silver Dodge Caravan was stolen.,,,,,,,,,,
,2/26/21,Assault Report,9100 Blk Scott Adam Ct,Patrol units assisted EMS with an assault victim that had injuries to the face.,,,,,,,,,,
,2/26/21,THEFT REPORT,15100 Blk Baltimore Ave Sb,An adult male was observed stealing several items.,,,,,,,,,,
,2/26/21,Pedstrian Struck,Oxford Dr / Ashford Blvd,A pedestrian was struck and suffered an injury to the arm. ,,,,,,,,,,
,2/26/21,Hit and Run (Pedestrian),Sixth St / Main St,A pedestrian was struck and a white nissan fled the scene; There were no injuries.,,,,,,,,,,
,2/26/21,DUI Arrest,Fort Meade Rd Eb / Laurel Bowie Rd ,An adult male was arrested for driving under the influence.,,,,,,,,,,
,2/27/21,DUI Arrest,1000 Blk Harrison Dr,An adult male was arrested for driving under the influence.,,,,,,,,,,
,2/27/21,THEFT REPORT,15100 Blk Baltimore Ave Nb,An adult male was observed stealing several items.,,,,,,,,,,
,2/27/21,SHOPLIFTING,1000 Blk Fairlawn Ave,An adult female was arrested for shoplifting.,,,,,,,,,,
,2/27/21,THEFT FROM AUTO,1 Blk Woodland Ct ,The front tag of a Black Ford was stolen. ,,,,,,,,,,
,2/27/21,DUI Arrest,14700 Blk Baltimore Ave Nb ,An adult male was arrested for driving under the influence and causing an accident; There were no injuries.,,,,,,,,,,
,2/27/21,THEFT REPORT,900 Blk Fairlawn Ave,Four juvenilles stole food. ,,,,,,,,,,
,2/27/21,VANDALISM,100 Blk Bowie Rd,The victim reported an unknown male broke the mirrors to their vehicle. ,,,,,,,,,,
,2/27/21,DUI Arrest,1000 BlkMarton St,An adult male was arrested for driving under the influence.,,,,,,,,,,
,2/28/21,DISORDERLY,300 Blk Montrose Ave,An adult male exposed himself to two female victims.,,,,,,,,,,
,2/28/21,DUI Arrest,Fort Meade Rd Wb / Second St Nb,An adult male was arrested for driving under the influence. ,,,,,,,,,,
,2/28/21,DUI Arrest,900 Blk Fourth St,An adult  male was arrested for driving under the influence. ,,,,,,,,,,
,3/1/21,DUI Arrest,14600 Blk Cambridge Cir,An intoxicated male ran his vehicle into two parked vehicles and was later arrested for driving under the influence. ,,,,,,,,,,
,3/1/21,VANDALISM,14700 Blk Fourth St,The victim reported an unknown individal placed spray paint on their vehicle.,,,,,,,,,,
,3/1/21,Theft from Auto,14700 Blk Baltimore Ave Nb,Both tags were stolen off a Red Nissan.,,,,,,,,,,
,3/1/21,Attempted Break In,100 Blk Irving St,An intoxicated male attempted to break into a home and fled once officers arrived on scene. ,,,,,,,,,,
,3/1/21,Theft from Auto,14700 Blk Shiloh Ct ,The victim reported an attempted theft of the rear license plate of their vehicle. ,,,,,,,,,,
,3/2/21,Theft from Auto,Erica Ln / Kalmia Dr,The rear tag of a Brown Jeep was stolen. ,,,,,,,,,,
,3/2/21,Hit and Run (Pedestrian),Irving St / Fort Meade Rd Wb,The victim reported they were hit by an unknown vehicle that fled the scene. ,,,,,,,,,,
,3/2/21,THEFT REPORT,15100 Blk Baltimore Ave Sb,13 pair of sunglasses were stolen. ,,,,,,,,,,
,3/2/21,DUI Arrest,14700 Blk Baltimore Ave Sb,An adult female was arrested for driving under the influence.,,,,,,,,,,
,2/19/21,Trespassing Arrest,15100 Blk Baltimore Ave Sb,An adult female was arrested for trespassing.,,,,,,,,,,
,2/19/21,Assault,14600 Blk Laurel Pl,Victim was assaulted by an unknown male and female. ,,,,,,,,,,
,2/19/21,DUI Arrest,15100 Blk Baltimore Ave,An adult male was arrested for driving under the influence and hitting a  Laurel Police vehicle. ,,,,,,,,,,
,2/20/21,DUI Arrest,14700 Blk Fourth St,An adult female was arrested for driving under the influence. ,,,,,,,,,,
,2/20/21,Theft Report,14300 Blk Baltimore Ave Sb,An adult male was observed stealing a couple of power tools.  ,,,,,,,,,,
,2/20/21,Destruction of Property,600 Blk Seventh St,A group of unknown individuals destroyed commercial property.,,,,,,,,,,
,2/20/21,Theft Report,14400 Blk W Side Blvd,Package theft reported.,,,,,,,,,,
,2/20/21,Break In,14600 Blk Tallyrand Trl,Victim reported an unknown male broke into the residence and was walking around with a flashlight.,,,,,,,,,,
,2/21/21,Theft Report,600 Blk Seventh St,An adult male was observed stealing several grocery items. ,,,,,,,,,,
,2/22/21,Theft from Auto,1000 Blk Ward St,Two vehicles were broken into and $300 USD was taken. ,,,,,,,,,,
,2/22/21,Theft From Auto,1000 Blk Turney Ave,Personal information and a wallet was taken from a Black Kia. ,,,,,,,,,,
,2/22/21,Theft from Auto,1000 Blk Marton St,"A White Ford was rummaged through, nothing significant was taken. ",,,,,,,,,,
,2/22/21,Theft from Auto,900 Blk White Way,"A wallet, fishing equipment and money was taken from a Blue Ford.",,,,,,,,,,
,2/22/21,Theft from Auto,1000 Blk Marton St,Two vehicles were broken into and a wallet and money were taken.,,,,,,,,,,
,2/22/21,Vandalism,13700 Blk Baltimore Ave Sb,Victim reported his vehicle was vandalized by an unknown person. ,,,,,,,,,,
,2/22/21,Vandalism,1000 Blk Tenth St,"A Blue Toyota was rummaged through, nothing was taken. ",,,,,,,,,,
,2/22/21,Theft from Auto,800 Blk Montrose Ave,Two vehicles were broken into and a pair of headphones and money were taken. ,,,,,,,,,,
,2/22/21,Stolen Vehicle,1000 Blk Montrose Ave,A Red Toyota Rav 4 was stolen.,,,,,,,,,,
,2/22/21,Theft from Auto,1200 Blk Marton St,Three vehicles were broken into and a wallet was stolen.,,,,,,,,,,
,2/22/21,Theft Report,9400 Blk Spring House Ln ,Complaintant reported a package theft.,,,,,,,,,,
,2/23/21,Stolen Vehicle,9100 BLk Elaine Ct ,A White Ford Van was stolen. ,,,,,,,,,,
,2/23/21,Theft from Auto,300 Blk Thomas Dr,The rear tag of a White Chevy was stolen.,,,,,,,,,,
,2/23/21,Attempted Burglary,7700 Blk Old Sandy Spring Rd,Two adult males attempted to break into an ATM.,,,,,,,,,,
,2/23/21,Shoplifting Report,200 Blk Fort Meade Rd Eb,An adult male was arrested for theft.,,,,,,,,,,
,2/23/21,Theft Report,14200 Blk W Side Blvd,Package theft reported.,,,,,,,,,,
,2/23/21,Theft Report,14100 Blk Baltimore Ave Sb,Victim reported shoes they were attempting to sell from OfferUp were stolen by an adult male. ,,,,,,,,,,
,2/12/21,Tresspassing,1000 Blk Fairlawn St,An adult male was arrested for trespassing. ,,,,,,,,,,
,2/12/21,Hit and Run,800 Blk Kay Ct,Victim reported their vehicle was hit by an unknown vehicle that fled the scene. ,,,,,,,,,,
,2/12/21,THEFT FROM AUTO,1000 Blk Fairlawn St,Medicine was taken from a vehicle,,,,,,,,,,
,2/12/21,VANDALISM,800 Blk Fifth St,An adult male was arrested after being seen throwing rocks at vehicles.,,,,,,,,,,
,2/12/21,Suspicious Circumstance,14700 Blk Fourth St,Victim reported their front door was unlocked upon returning home; nothing was taken ,,,,,,,,,,
,2/12/21,STOLEN VEH,14700 Blk Baltimore Ave Sb ,A white Kia Optima was stolen while victim was warming up their vehicle. ,,,,,,,,,,
,2/12/21,VEHICLE ACCIDENT COMBINED,9600 Blk Fort Meade Rd Wb,An adult male was arrested in result of driving under the influence and causing an accident with injury,,,,,,,,,,
,2/13/21,ASSAULT,300 Blk Marshall Ave,A witness reported observing an argument and an adult male pulled out a handgun,,,,,,,,,,
,2/13/21,VANDALISM,10 Blk Sharon Ct,Victim reported an adult male damaged their personal property with a knife,,,,,,,,,,
,2/13/21,DWI Driver,Montrose Ave / Fifth St,An adult male was arrested for driving under the influence,,,,,,,,,,
,2/13/21,THEFT REPORT,14600 Blk Laurel Bowie Rd ,Witness reported someone taking money from another person. ,,,,,,,,,,
,2/14/21,STOLEN VEH,9100 Blk Elaine Ct ,A 2019 Gray Honda was stolen. ,,,,,,,,,,
,2/14/21,Hit and Run,500 Blk Montgomery St. ,Victim reported a black sedan hit their vehicle then fled the scene. ,,,,,,,,,,
,2/14/21,THEFT REPORT,14100 Blk Baltimore Ave Sb,An adult female left without paying for her services. ,,,,,,,,,,
,2/14/21,Hit and Run,6900 Blk Andersons Way,Victim reported his vehicle was hit by an unknown sedan. ,,,,,,,,,,
,2/14/21,Hit and Run,17400 Blk Baltimore Ave Sb,An unknown truck hit two parked vehicles. ,,,,,,,,,,
,2/14/21,SHOPLIFTING,15100 Blk Baltimore Ave Sb,An adult female was arrested for shoplifting.,,,,,,,,,,
,2/15/21,SUSPICIOUS PERSON,14700 Blk Fourth St,Victim reported two unknown males attempting to enter their apartment. ,,,,,,,,,,
,2/15/21,SHOPLIFTING,15100 Blk Baltimore Ave Sb,Manager observed an adult male stealing several hygine items and he was arrested for shoplifting. ,,,,,,,,,,
,2/16/21,THEFT REPORT,14300 Blk Baltimore Ave Sb,Manager observed an adult male stealing several tools. ,,,,,,,,,,
,2/17/21,DOMESTIC,10 Blk Sharon Ct,An adult female was arrested for domestic assault,,,,,,,,,,
,2/17/21,THEFT REPORT,500 Blk Main St,Victim reported their groceries stolen from their cart. ,,,,,,,,,,
,2/17/21,VANDALISM,1400 Blk Vista Dr ,Victim reported several scratches that were placed on their vehicle. ,,,,,,,,,,
,2/18/21,VANDALISM,13600 Blk Baltimore Ave Sb ,Employees witnessed an adult male destroying several items in the store. ,,,,,,,,,,
,2/18/21,Break In,300 Blk Gorman Ave Eb,Victim reported their home was broken into and money was taken. ,,,,,,,,,,
,2/2/21,THEFT REPORT,14700 Blk Baltimore Ave Sb,An employee observed a group of females steal several items in the store. ,,,,,,,,,,
,2/2/21,THEFT REPORT,300 Blk Domer Ave,Manager witnessed two adult males and one adult female stealing wigs,,,,,,,,,,
,2/2/21,STOLEN VEH,14600 Blk Laurel Bowie Rd ,Victim had their vehicle stolen while using the ATM ,,,,,,,,,,
,2/2/21,THEFT FROM AUTO,9600 Blk Fort Meade Rd Wb,Both tags were stolen off of a gray mitsubishi,,,,,,,,,,
,2/3/21,TRESSPASSING COMPL,9600 Blk Fort Meade Rd Wb,An adult male was arrested after attempting to shoplift and threatening employees,,,,,,,,,,
,2/4/21,DUI,100 Blk Second St Nb,An Adult male was arrested after being discovered intoxicated at the wheel of a parked…,,,,,,,,,,
,2/4/21,THEFT FROM AUTO,100 blk Main St,a VIN plate number was stolen off of a rental vehicle,,,,,,,,,,
,2/4/21,THEFT FROM AUTO,15100 Blk Baltimore Ave Nb,Victim reported their purse stolen from their vehicle. ,,,,,,,,,,
,2/4/21,DUI,14600 Blk Laurel Pl,Adult male arrested after attempting to drive intoxicated from a restaurant. ,,,,,,,,,,
,2/5/21,TRESSPASSING COMPL,14900 Blk Cherrywood Dr,Adult male arrested for tresspassing. ,,,,,,,,,,
,2/5/21,THEFT REPORT,14700 Blk Baltimore Ave Sb,Manager observed an one adult male and one adult female steal several clothing items. ,,,,,,,,,,
,2/5/21,THEFT REPORT,800 Blk Kay Ct,Victim reported a package theft from their residence. ,,,,,,,,,,
,2/5/21,THEFT FROM AUTO,800 Blk Washington Blvd Sb,Victim reported their purse stolen from their vehicle. ,,,,,,,,,,
,2/5/21,THEFT REPORT,14700 Blk Baltimore Ave Sb,Store manager reported an adult male requested to see items then fled from the scene. ,,,,,,,,,,
,2/5/21,Threats Complaint,14600 blk Laurel Pl,A felony traffic stop was conducted after threats were made during a verbal argument and a pepper gun was recovered. ,,,,,,,,,,
,2/5/21,THEFT REPORT,300 Blk Montrose Ave,Victim reported their wallet was stolen from their cart while shopping. ,,,,,,,,,,
,2/5/21,T - Traffic Stop,300 Blk Washington Blvd Sb,Controlled substances were seized during a routine traffic stop. ,,,,,,,,,,
,2/6/21,THEFT REPORT,300 Blk Second St Nb,Victim reported their wallet was stolen from their residence. ,,,,,,,,,,
,2/6/21,DUI,9700 Blk Fort Meade Rd Eb,Adult male arrested for driving under the influence. ,,,,,,,,,,
,2/6/21,Family Dispute,1 blk Morris Dr. ,Adult male was arrested for assault. ,,,,,,,,,,
,2/7/21,T - Traffic Stop,Van Dusen Rd Nb / Gorman Ave Eb,Adult male was arrested for driving under the influence. ,,,,,,,,,,
,2/7/21,DUI/Accident,1300 blk White Way ,Adult male arrested for driving intoxicated and hitting a parked vehicle. ,,,,,,,,,,
,2/7/21,THEFT FROM AUTO,800 Blk Fifth St,Victim reported the rear tag stolen off their vehicle. ,,,,,,,,,,
,2/8/21,DOMESTIC,7600 blk N Arbory Way,Adult male arrested for domestic assault. ,,,,,,,,,,
,2/8/21,THEFT REPORT,14600 Blk Shiloh Ct,Victim reported a ring was stolen from their residence,,,,,,,,,,
,2/8/21,Theft,14300 Blk Baltimore Ave Sb,Manager witnessed an adult male stealing several items. ,,,,,,,,,,
,2/8/21,THEFT REPORT,14400 Blk Rosemore Ln,Victim reported a package theft from their residence. ,,,,,,,,,,
,2/8/21,Assault,200 blk Fort Meade Rd Eb,Victim reported he was assaulted by an adult male and was transported to the local hospital with face injuries. ,,,,,,,,,,
,2/8/21,THEFT REPORT,13600 Blk Baltimore Ave Sb ,Manager reported several unknown individuals stealing from the store. ,,,,,,,,,,
,2/9/21,THEFT FROM AUTO,800 Blk Fifth St,Victim reported both tags were stolen off of their vehicle. ,,,,,,,,,,
,2/9/21,STOLEN VEH,14900 blk Baltimore Ave Nb,Gold Ford F250 was stolen. ,,,,,,,,,,
,2/9/21,VaNDALISM,400 blk Marshall Ct,Victim reported damage to a residential window. ,,,,,,,,,,
,2/9/21,Domestic Combined,15400 Blk Arbory Way,An adult male was arrested after a domestic disturbance. ,,,,,,,,,,
,2/10/21,DUI,Fourth St / Kay Ct,An adult male was arrested for driving under the influence. ,,,,,,,,,,
,2/10/21,Trespassing,15100 blk Baltimore Ave Sb,Adult male was arrested for trespassing. ,,,,,,,,,,
,2/10/21,Domestic,1100 Blk Westview Ter,An adult male was arrested after a domestic disturbance. ,,,,,,,,,,
,2/10/21,THEFT REPORT,14800 Blk Baltimore Ave Sb,Manager reported a previous employee stealing items. ,,,,,,,,,,
,2/10/21,T - Traffic Stop,Gorman Ave Eb / Tenth St,Several licenses were recovered during a routine traffic stop. ,,,,,,,,,,
,2/11/21,THEFT REPORT,14800 Blk Baltimore Ave Sb,Manager observed an unknown male stealing items,,,,,,,,,,
,2/11/21,SHOPLIFTING,1000 Blk Fairlawn St,An adult male was arrested for shoplifting.,,,,,,,,,,
,2/11/21,Hit and Run,300 blk Montrose Ave,Victim reported a black Honda hit their vehicle and fled the scene. ,,,,,,,,,,
,2/11/21,Handgun on person/shoplifting,1000 Blk Fairlawn St,An adult male was arrested for shoplifting and a handgun was recovered. ,,,,,,,,,,
,2/11/21,THEFT REPORT,Laurel Ave / Second St Nb,A snow plow was stolen from the scene of a previous accident. ,,,,,,,,,,
,2/11/21,SUSPICIOUS PERSON,15100 blk Baltimore Ave Sb,Employees witnessed an unknown individual stealing several items. ,,,,,,,,,,
,2/11/21,Fraud  ,14700 blk Fourth St,An adult male was arrested after a renting a residence with false information ,,,,,,,,,,
,10/27/20,Adult Arrest,Van Dusen Rd / Contee Rd.  ,Officers were called to an unknown disturbance call that later led to the arrest of an adult male in possession on drugs and illegal handguns. ,,,,,,,,,,
,10/27/20,Adult Arrest,800 Block Eighth St ,Officers were called for a domestic disturbance which lead to the arrest of an adult male with an outstanding warrant through a neighboring jurisdiction. ,,,,,,,,,,
,10/27/20,Theft Report,15100  Block Baltimore Ave Sb,An adult male stole over $104 worth of merchandise from the CVS and fled the location.  Investigation is ongoing.,,,,,,,,,,
,10/27/20,Theft Report,14300 Block Baltimore Ave Sb,A late report of theft was made of approximately $1200 worth of merchandise stolen from the Lowes Home Improvement store.  ,,,,,,,,,,
,10/27/20,Trespassing Arrest,15100 Blcok Baltimore Ave Sb,An adult male was arrested for trespassing at a location he was banned from entering. ,,,,,,,,,,
,10/27/20,Possible Overdose,811 Montrose Ave,"Officers responded to a call for a potential overdose, subject was located and attended to. ",,,,,,,,,,
,10/27/20,Possible Armed Person,8390 Block Cherry Ln Eb,"Officers responded to a call for a possibly armed person, upon arrival, no weapons were visibly located. ",,,,,,,,,,
